"year","quarter","sex","age","acf","hiv","smrxpertcases","period","acfperiod","year_q","population","hiv_prev","newpopulation"
"2011","2","females","30-39","Non-ACF",,3,"bACF","Non-ACF.bACF","2011.2",26689,0.212,
"2011","2","females","30-39","Non-ACF","a) HIV-negative",4,"bACF","Non-ACF.bACF","2011.2",26689,0.212,21030.932
"2011","2","females","30-39","Non-ACF","b) HIV-positive",15,"bACF","Non-ACF.bACF","2011.2",26689,0.212,5658.068
"2011","2","females","40-49","ACF",,1,"bACF","ACF.bACF","2011.2",6410,0.356,
"2011","2","females","40-49","ACF","b) HIV-positive",6,"bACF","ACF.bACF","2011.2",6410,0.356,2281.96
"2011","2","females","40-49","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2011.2",13667,0.325,9225.225
"2011","2","females","40-49","Non-ACF","b) HIV-positive",4,"bACF","Non-ACF.bACF","2011.2",13667,0.325,4441.775
"2011","2","females","50+","ACF",,1,"bACF","ACF.bACF","2011.2",5818,0.184,
"2011","2","females","50+","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2011.2",5818,0.184,4747.488
"2011","2","females","50+","ACF","b) HIV-positive",1,"bACF","ACF.bACF","2011.2",5818,0.184,1070.512
"2011","2","females","50+","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2011.2",11029,0.215,8657.765
"2011","2","females","50+","Non-ACF","b) HIV-positive",1,"bACF","Non-ACF.bACF","2011.2",11029,0.215,2371.235
"2011","2","males","16-19","ACF",,1,"bACF","ACF.bACF","2011.2",9993,0.022,
"2011","2","males","16-19","Non-ACF",,2,"bACF","Non-ACF.bACF","2011.2",26441,0.019,
"2011","2","males","16-19","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2011.2",26441,0.019,25938.621
"2011","2","males","16-19","Non-ACF","b) HIV-positive",1,"bACF","Non-ACF.bACF","2011.2",26441,0.019,502.379
"2011","2","males","20-29","ACF",,4,"bACF","ACF.bACF","2011.2",26217,0.016,
"2011","2","males","20-29","ACF","a) HIV-negative",12,"bACF","ACF.bACF","2011.2",26217,0.016,25797.528
"2011","2","males","20-29","ACF","b) HIV-positive",4,"bACF","ACF.bACF","2011.2",26217,0.016,419.472
"2011","2","males","20-29","Non-ACF",,6,"bACF","Non-ACF.bACF","2011.2",54524,0.017,
"2011","2","males","20-29","Non-ACF","a) HIV-negative",4,"bACF","Non-ACF.bACF","2011.2",54524,0.017,53597.092
"2011","2","males","20-29","Non-ACF","b) HIV-positive",10,"bACF","Non-ACF.bACF","2011.2",54524,0.017,926.908
"2011","2","males","30-39","ACF",,9,"bACF","ACF.bACF","2011.2",17189,0.111,
"2011","2","males","30-39","ACF","a) HIV-negative",4,"bACF","ACF.bACF","2011.2",17189,0.111,15281.021
"2011","2","males","30-39","ACF","b) HIV-positive",27,"bACF","ACF.bACF","2011.2",17189,0.111,1907.979
"2011","2","males","30-39","Non-ACF",,5,"bACF","Non-ACF.bACF","2011.2",37424,0.145,
"2011","2","males","30-39","Non-ACF","a) HIV-negative",5,"bACF","Non-ACF.bACF","2011.2",37424,0.145,31997.52
"2011","2","males","30-39","Non-ACF","b) HIV-positive",16,"bACF","Non-ACF.bACF","2011.2",37424,0.145,5426.48
"2011","2","males","40-49","ACF",,1,"bACF","ACF.bACF","2011.2",6854,0.248,
"2011","2","males","40-49","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2011.2",6854,0.248,5154.208
"2011","2","males","40-49","ACF","b) HIV-positive",7,"bACF","ACF.bACF","2011.2",6854,0.248,1699.792
"2011","2","males","40-49","Non-ACF",,2,"bACF","Non-ACF.bACF","2011.2",18571,0.24,
"2011","2","males","40-49","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2011.2",18571,0.24,14113.96
"2011","2","males","40-49","Non-ACF","b) HIV-positive",20,"bACF","Non-ACF.bACF","2011.2",18571,0.24,4457.04
"2011","2","males","50+","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2011.2",5830,0.199,4669.83
"2011","2","males","50+","ACF","b) HIV-positive",7,"bACF","ACF.bACF","2011.2",5830,0.199,1160.17
"2011","2","males","50+","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2011.2",16074,0.251,12039.426
"2011","2","males","50+","Non-ACF","b) HIV-positive",6,"bACF","Non-ACF.bACF","2011.2",16074,0.251,4034.574
"2011","3","females","16-19","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2011.3",9508,0.03,9222.76
"2011","3","females","16-19","ACF","b) HIV-positive",1,"bACF","ACF.bACF","2011.3",9508,0.03,285.24
"2011","3","females","20-29","ACF",,2,"bACF","ACF.bACF","2011.3",25390,0.073,
"2011","3","females","20-29","ACF","a) HIV-negative",4,"bACF","ACF.bACF","2011.3",25390,0.073,23536.53
"2011","3","females","20-29","ACF","b) HIV-positive",19,"bACF","ACF.bACF","2011.3",25390,0.073,1853.47
"2011","3","females","20-29","Non-ACF",,1,"bACF","Non-ACF.bACF","2011.3",58314,0.09,
"2011","3","females","20-29","Non-ACF","a) HIV-negative",14,"bACF","Non-ACF.bACF","2011.3",58314,0.09,53065.74
"2011","3","females","20-29","Non-ACF","b) HIV-positive",10,"bACF","Non-ACF.bACF","2011.3",58314,0.09,5248.26
"2011","3","females","30-39","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2011.3",18195,0.206,14446.83
"2011","3","females","30-39","ACF","b) HIV-positive",14,"bACF","ACF.bACF","2011.3",18195,0.206,3748.17
"2011","3","females","30-39","Non-ACF",,1,"bACF","Non-ACF.bACF","2011.3",27063,0.212,
"2011","3","females","30-39","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2011.3",27063,0.212,21325.644
"2011","3","females","30-39","Non-ACF","b) HIV-positive",12,"bACF","Non-ACF.bACF","2011.3",27063,0.212,5737.356
"2011","3","females","40-49","ACF",,3,"bACF","ACF.bACF","2011.3",6499,0.356,
"2011","3","females","40-49","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2011.3",6499,0.356,4185.356
"2011","3","females","40-49","ACF","b) HIV-positive",2,"bACF","ACF.bACF","2011.3",6499,0.356,2313.644
"2011","3","females","40-49","Non-ACF","b) HIV-positive",5,"bACF","Non-ACF.bACF","2011.3",13856,0.325,4503.2
"2011","3","females","50+","ACF","b) HIV-positive",2,"bACF","ACF.bACF","2011.3",5888,0.184,1083.392
"2011","3","females","50+","Non-ACF",,2,"bACF","Non-ACF.bACF","2011.3",11160,0.215,
"2011","3","females","50+","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2011.3",11160,0.215,8760.6
"2011","3","females","50+","Non-ACF","b) HIV-positive",4,"bACF","Non-ACF.bACF","2011.3",11160,0.215,2399.4
"2011","3","males","16-19","ACF","b) HIV-positive",1,"bACF","ACF.bACF","2011.3",10081,0.022,221.782
"2011","3","males","16-19","Non-ACF",,1,"bACF","Non-ACF.bACF","2011.3",26673,0.019,
"2011","3","males","16-19","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2011.3",26673,0.019,26166.213
"2011","3","males","16-19","Non-ACF","b) HIV-positive",1,"bACF","Non-ACF.bACF","2011.3",26673,0.019,506.787
"2011","3","males","20-29","ACF",,4,"bACF","ACF.bACF","2011.3",26237,0.016,
"2011","3","males","20-29","ACF","a) HIV-negative",7,"bACF","ACF.bACF","2011.3",26237,0.016,25817.208
"2011","3","males","20-29","ACF","b) HIV-positive",18,"bACF","ACF.bACF","2011.3",26237,0.016,419.792
"2011","3","males","20-29","Non-ACF",,7,"bACF","Non-ACF.bACF","2011.3",54566,0.017,
"2011","3","males","20-29","Non-ACF","a) HIV-negative",16,"bACF","Non-ACF.bACF","2011.3",54566,0.017,53638.378
"2011","3","males","20-29","Non-ACF","b) HIV-positive",13,"bACF","Non-ACF.bACF","2011.3",54566,0.017,927.622
"2011","3","males","30-39","ACF",,7,"bACF","ACF.bACF","2011.3",17285,0.111,
"2011","3","males","30-39","ACF","a) HIV-negative",9,"bACF","ACF.bACF","2011.3",17285,0.111,15366.365
"2011","3","males","30-39","ACF","b) HIV-positive",25,"bACF","ACF.bACF","2011.3",17285,0.111,1918.635
"2011","3","males","30-39","Non-ACF",,9,"bACF","Non-ACF.bACF","2011.3",37634,0.145,
"2011","3","males","30-39","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2011.3",37634,0.145,32177.07
"2011","3","males","30-39","Non-ACF","b) HIV-positive",27,"bACF","Non-ACF.bACF","2011.3",37634,0.145,5456.93
"2011","3","males","40-49","ACF","b) HIV-positive",8,"bACF","ACF.bACF","2011.3",6967,0.248,1727.816
"2011","3","males","40-49","Non-ACF",,2,"bACF","Non-ACF.bACF","2011.3",18875,0.24,
"2011","3","males","40-49","Non-ACF","a) HIV-negative",4,"bACF","Non-ACF.bACF","2011.3",18875,0.24,14345
"2011","3","males","40-49","Non-ACF","b) HIV-positive",14,"bACF","Non-ACF.bACF","2011.3",18875,0.24,4530
"2011","3","males","50+","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2011.3",5878,0.199,4708.278
"2011","3","males","50+","ACF","b) HIV-positive",5,"bACF","ACF.bACF","2011.3",5878,0.199,1169.722
"2011","3","males","50+","Non-ACF","a) HIV-negative",4,"bACF","Non-ACF.bACF","2011.3",16205,0.251,12137.545
"2011","3","males","50+","Non-ACF","b) HIV-positive",3,"bACF","Non-ACF.bACF","2011.3",16205,0.251,4067.455
"2011","4","females","16-19","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2011.4",9574,0.03,9286.78
"2011","4","females","16-19","ACF","b) HIV-positive",2,"bACF","ACF.bACF","2011.4",9574,0.03,287.22
"2011","4","females","16-19","Non-ACF","b) HIV-positive",2,"bACF","Non-ACF.bACF","2011.4",30653,0.028,858.284
"2011","4","females","20-29","ACF","a) HIV-negative",4,"bACF","ACF.bACF","2011.4",25427,0.073,23570.829
"2011","4","females","20-29","ACF","b) HIV-positive",7,"bACF","ACF.bACF","2011.4",25427,0.073,1856.171
"2011","4","females","20-29","Non-ACF",,3,"bACF","Non-ACF.bACF","2011.4",58400,0.09,
"2011","4","females","20-29","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2011.4",58400,0.09,53144
"2011","4","females","20-29","Non-ACF","b) HIV-positive",3,"bACF","Non-ACF.bACF","2011.4",58400,0.09,5256
"2011","4","females","30-39","ACF",,4,"bACF","ACF.bACF","2011.4",18446,0.206,
"2011","4","females","30-39","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2011.4",18446,0.206,14646.124
"2011","4","females","30-39","ACF","b) HIV-positive",15,"bACF","ACF.bACF","2011.4",18446,0.206,3799.876
"2011","4","females","30-39","Non-ACF",,1,"bACF","Non-ACF.bACF","2011.4",27436,0.212,
"2011","4","females","30-39","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2011.4",27436,0.212,21619.568
"2011","4","females","30-39","Non-ACF","b) HIV-positive",8,"bACF","Non-ACF.bACF","2011.4",27436,0.212,5816.432
"2011","4","females","40-49","ACF",,2,"bACF","ACF.bACF","2011.4",6588,0.356,
"2011","4","females","40-49","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2011.4",6588,0.356,4242.672
"2011","4","females","40-49","ACF","b) HIV-positive",3,"bACF","ACF.bACF","2011.4",6588,0.356,2345.328
"2011","4","females","40-49","Non-ACF",,2,"bACF","Non-ACF.bACF","2011.4",14045,0.325,
"2011","4","females","40-49","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2011.4",14045,0.325,9480.375
"2011","4","females","40-49","Non-ACF","b) HIV-positive",3,"bACF","Non-ACF.bACF","2011.4",14045,0.325,4564.625
"2011","4","females","50+","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2011.4",5957,0.184,4860.912
"2011","4","females","50+","Non-ACF","b) HIV-positive",1,"bACF","Non-ACF.bACF","2011.4",11292,0.215,2427.78
"2011","4","males","16-19","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2011.4",10168,0.022,9944.304
"2011","4","males","16-19","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2011.4",26905,0.019,26393.805
"2011","4","males","16-19","Non-ACF","b) HIV-positive",1,"bACF","Non-ACF.bACF","2011.4",26905,0.019,511.195
"2011","4","males","20-29","ACF",,3,"bACF","ACF.bACF","2011.4",26257,0.016,
"2011","4","males","20-29","ACF","a) HIV-negative",6,"bACF","ACF.bACF","2011.4",26257,0.016,25836.888
"2011","4","males","20-29","ACF","b) HIV-positive",9,"bACF","ACF.bACF","2011.4",26257,0.016,420.112
"2011","4","males","20-29","Non-ACF",,4,"bACF","Non-ACF.bACF","2011.4",54608,0.017,
"2011","4","males","20-29","Non-ACF","a) HIV-negative",17,"bACF","Non-ACF.bACF","2011.4",54608,0.017,53679.664
"2011","4","males","20-29","Non-ACF","b) HIV-positive",17,"bACF","Non-ACF.bACF","2011.4",54608,0.017,928.336
"2011","4","males","30-39","ACF",,4,"bACF","ACF.bACF","2011.4",17381,0.111,
"2011","4","males","30-39","ACF","a) HIV-negative",11,"bACF","ACF.bACF","2011.4",17381,0.111,15451.709
"2011","4","males","30-39","ACF","b) HIV-positive",24,"bACF","ACF.bACF","2011.4",17381,0.111,1929.291
"2011","4","males","30-39","Non-ACF",,5,"bACF","Non-ACF.bACF","2011.4",37844,0.145,
"2011","4","males","30-39","Non-ACF","a) HIV-negative",7,"bACF","Non-ACF.bACF","2011.4",37844,0.145,32356.62
"2011","4","males","30-39","Non-ACF","b) HIV-positive",25,"bACF","Non-ACF.bACF","2011.4",37844,0.145,5487.38
"2011","4","males","40-49","ACF","b) HIV-positive",5,"bACF","ACF.bACF","2011.4",7080,0.248,1755.84
"2011","4","males","40-49","Non-ACF",,1,"bACF","Non-ACF.bACF","2011.4",19181,0.24,
"2011","4","males","40-49","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2011.4",19181,0.24,14577.56
"2011","4","males","40-49","Non-ACF","b) HIV-positive",12,"bACF","Non-ACF.bACF","2011.4",19181,0.24,4603.44
"2011","4","males","50+","ACF",,2,"bACF","ACF.bACF","2011.4",5925,0.199,
"2011","4","males","50+","ACF","a) HIV-negative",4,"bACF","ACF.bACF","2011.4",5925,0.199,4745.925
"2011","4","males","50+","ACF","b) HIV-positive",3,"bACF","ACF.bACF","2011.4",5925,0.199,1179.075
"2011","4","males","50+","Non-ACF",,1,"bACF","Non-ACF.bACF","2011.4",16335,0.251,
"2011","4","males","50+","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2011.4",16335,0.251,12234.915
"2011","4","males","50+","Non-ACF","b) HIV-positive",7,"bACF","Non-ACF.bACF","2011.4",16335,0.251,4100.085
"2012","1","females","16-19","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2012.1",9641,0.03,9351.77
"2012","1","females","16-19","ACF","b) HIV-positive",2,"bACF","ACF.bACF","2012.1",9641,0.03,289.23
"2012","1","females","16-19","Non-ACF",,1,"bACF","Non-ACF.bACF","2012.1",30865,0.028,
"2012","1","females","20-29","ACF",,1,"bACF","ACF.bACF","2012.1",25465,0.073,
"2012","1","females","20-29","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2012.1",25465,0.073,23606.055
"2012","1","females","20-29","ACF","b) HIV-positive",14,"bACF","ACF.bACF","2012.1",25465,0.073,1858.945
"2012","1","females","20-29","Non-ACF",,1,"bACF","Non-ACF.bACF","2012.1",58486,0.09,
"2012","1","females","20-29","Non-ACF","a) HIV-negative",13,"bACF","Non-ACF.bACF","2012.1",58486,0.09,53222.26
"2012","1","females","20-29","Non-ACF","b) HIV-positive",11,"bACF","Non-ACF.bACF","2012.1",58486,0.09,5263.74
"2012","1","females","30-39","ACF",,1,"bACF","ACF.bACF","2012.1",18697,0.206,
"2012","1","females","30-39","ACF","a) HIV-negative",4,"bACF","ACF.bACF","2012.1",18697,0.206,14845.418
"2012","1","females","30-39","ACF","b) HIV-positive",19,"bACF","ACF.bACF","2012.1",18697,0.206,3851.582
"2012","1","females","30-39","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2012.1",27810,0.212,21914.28
"2012","1","females","30-39","Non-ACF","b) HIV-positive",14,"bACF","Non-ACF.bACF","2012.1",27810,0.212,5895.72
"2012","1","females","40-49","ACF",,1,"bACF","ACF.bACF","2012.1",6676,0.356,
"2012","1","females","40-49","ACF","b) HIV-positive",2,"bACF","ACF.bACF","2012.1",6676,0.356,2376.656
"2012","1","females","40-49","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2012.1",14235,0.325,9608.625
"2012","1","females","40-49","Non-ACF","b) HIV-positive",5,"bACF","Non-ACF.bACF","2012.1",14235,0.325,4626.375
"2012","1","females","50+","ACF",,1,"bACF","ACF.bACF","2012.1",6027,0.184,
"2012","1","females","50+","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2012.1",6027,0.184,4918.032
"2012","1","females","50+","Non-ACF",,1,"bACF","Non-ACF.bACF","2012.1",11423,0.215,
"2012","1","females","50+","Non-ACF","b) HIV-positive",1,"bACF","Non-ACF.bACF","2012.1",11423,0.215,2455.945
"2012","1","males","16-19","ACF",,1,"bACF","ACF.bACF","2012.1",10256,0.022,
"2012","1","males","16-19","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2012.1",10256,0.022,10030.368
"2012","1","males","16-19","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2012.1",27136,0.019,26620.416
"2012","1","males","16-19","Non-ACF","b) HIV-positive",3,"bACF","Non-ACF.bACF","2012.1",27136,0.019,515.584
"2012","1","males","20-29","ACF",,2,"bACF","ACF.bACF","2012.1",26278,0.016,
"2012","1","males","20-29","ACF","a) HIV-negative",8,"bACF","ACF.bACF","2012.1",26278,0.016,25857.552
"2012","1","males","20-29","ACF","b) HIV-positive",9,"bACF","ACF.bACF","2012.1",26278,0.016,420.448
"2012","1","males","20-29","Non-ACF",,4,"bACF","Non-ACF.bACF","2012.1",54649,0.017,
"2012","1","males","20-29","Non-ACF","a) HIV-negative",10,"bACF","Non-ACF.bACF","2012.1",54649,0.017,53719.967
"2012","1","males","20-29","Non-ACF","b) HIV-positive",23,"bACF","Non-ACF.bACF","2012.1",54649,0.017,929.033
"2012","1","males","30-39","ACF",,4,"bACF","ACF.bACF","2012.1",17478,0.111,
"2012","1","males","30-39","ACF","a) HIV-negative",7,"bACF","ACF.bACF","2012.1",17478,0.111,15537.942
"2012","1","males","30-39","ACF","b) HIV-positive",17,"bACF","ACF.bACF","2012.1",17478,0.111,1940.058
"2012","1","males","30-39","Non-ACF",,3,"bACF","Non-ACF.bACF","2012.1",38053,0.145,
"2012","1","males","30-39","Non-ACF","a) HIV-negative",10,"bACF","Non-ACF.bACF","2012.1",38053,0.145,32535.315
"2012","1","males","30-39","Non-ACF","b) HIV-positive",20,"bACF","Non-ACF.bACF","2012.1",38053,0.145,5517.685
"2012","1","males","40-49","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2012.1",7192,0.248,5408.384
"2012","1","males","40-49","ACF","b) HIV-positive",10,"bACF","ACF.bACF","2012.1",7192,0.248,1783.616
"2012","1","males","40-49","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2012.1",19486,0.24,14809.36
"2012","1","males","40-49","Non-ACF","b) HIV-positive",9,"bACF","Non-ACF.bACF","2012.1",19486,0.24,4676.64
"2012","1","males","50+","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2012.1",5972,0.199,4783.572
"2012","1","males","50+","ACF","b) HIV-positive",3,"bACF","ACF.bACF","2012.1",5972,0.199,1188.428
"2012","1","males","50+","Non-ACF",,1,"bACF","Non-ACF.bACF","2012.1",16466,0.251,
"2012","1","males","50+","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2012.1",16466,0.251,12333.034
"2012","1","males","50+","Non-ACF","b) HIV-positive",7,"bACF","Non-ACF.bACF","2012.1",16466,0.251,4132.966
"2012","2","females","16-19","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2012.2",9707,0.03,9415.79
"2012","2","females","16-19","ACF","b) HIV-positive",1,"bACF","ACF.bACF","2012.2",9707,0.03,291.21
"2012","2","females","16-19","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2012.2",31079,0.028,30208.788
"2012","2","females","16-19","Non-ACF","b) HIV-positive",3,"bACF","Non-ACF.bACF","2012.2",31079,0.028,870.212
"2012","2","females","20-29","ACF",,1,"bACF","ACF.bACF","2012.2",25502,0.073,
"2012","2","females","20-29","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2012.2",25502,0.073,23640.354
"2012","2","females","20-29","ACF","b) HIV-positive",17,"bACF","ACF.bACF","2012.2",25502,0.073,1861.646
"2012","2","females","20-29","Non-ACF",,2,"bACF","Non-ACF.bACF","2012.2",58572,0.09,
"2012","2","females","20-29","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2012.2",58572,0.09,53300.52
"2012","2","females","20-29","Non-ACF","b) HIV-positive",20,"bACF","Non-ACF.bACF","2012.2",58572,0.09,5271.48
"2012","2","females","30-39","ACF","a) HIV-negative",4,"bACF","ACF.bACF","2012.2",18949,0.206,15045.506
"2012","2","females","30-39","ACF","b) HIV-positive",12,"bACF","ACF.bACF","2012.2",18949,0.206,3903.494
"2012","2","females","30-39","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2012.2",28183,0.212,22208.204
"2012","2","females","30-39","Non-ACF","b) HIV-positive",10,"bACF","Non-ACF.bACF","2012.2",28183,0.212,5974.796
"2012","2","females","40-49","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2012.2",6765,0.356,4356.66
"2012","2","females","40-49","ACF","b) HIV-positive",5,"bACF","ACF.bACF","2012.2",6765,0.356,2408.34
"2012","2","females","40-49","Non-ACF",,1,"bACF","Non-ACF.bACF","2012.2",14424,0.325,
"2012","2","females","40-49","Non-ACF","b) HIV-positive",5,"bACF","Non-ACF.bACF","2012.2",14424,0.325,4687.8
"2012","2","females","50+","ACF","a) HIV-negative",4,"bACF","ACF.bACF","2012.2",6096,0.184,4974.336
"2012","2","females","50+","ACF","b) HIV-positive",1,"bACF","ACF.bACF","2012.2",6096,0.184,1121.664
"2012","2","females","50+","Non-ACF",,1,"bACF","Non-ACF.bACF","2012.2",11555,0.215,
"2012","2","females","50+","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2012.2",11555,0.215,9070.675
"2012","2","females","50+","Non-ACF","b) HIV-positive",7,"bACF","Non-ACF.bACF","2012.2",11555,0.215,2484.325
"2012","2","males","16-19","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2012.2",10343,0.022,10115.454
"2012","2","males","20-29","ACF",,2,"bACF","ACF.bACF","2012.2",26298,0.016,
"2012","2","males","20-29","ACF","a) HIV-negative",5,"bACF","ACF.bACF","2012.2",26298,0.016,25877.232
"2012","2","males","20-29","ACF","b) HIV-positive",12,"bACF","ACF.bACF","2012.2",26298,0.016,420.768
"2012","2","males","20-29","Non-ACF",,2,"bACF","Non-ACF.bACF","2012.2",54691,0.017,
"2012","2","males","20-29","Non-ACF","a) HIV-negative",10,"bACF","Non-ACF.bACF","2012.2",54691,0.017,53761.253
"2012","2","males","20-29","Non-ACF","b) HIV-positive",16,"bACF","Non-ACF.bACF","2012.2",54691,0.017,929.747
"2012","2","males","30-39","ACF",,8,"bACF","ACF.bACF","2012.2",17573,0.111,
"2012","2","males","30-39","ACF","a) HIV-negative",9,"bACF","ACF.bACF","2012.2",17573,0.111,15622.397
"2012","2","males","30-39","ACF","b) HIV-positive",21,"bACF","ACF.bACF","2012.2",17573,0.111,1950.603
"2012","2","males","30-39","Non-ACF",,5,"bACF","Non-ACF.bACF","2012.2",38262,0.145,
"2012","2","males","30-39","Non-ACF","a) HIV-negative",7,"bACF","Non-ACF.bACF","2012.2",38262,0.145,32714.01
"2012","2","males","30-39","Non-ACF","b) HIV-positive",27,"bACF","Non-ACF.bACF","2012.2",38262,0.145,5547.99
"2012","2","males","40-49","ACF",,3,"bACF","ACF.bACF","2012.2",7305,0.248,
"2012","2","males","40-49","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2012.2",7305,0.248,5493.36
"2012","2","males","40-49","ACF","b) HIV-positive",8,"bACF","ACF.bACF","2012.2",7305,0.248,1811.64
"2012","2","males","40-49","Non-ACF",,1,"bACF","Non-ACF.bACF","2012.2",19792,0.24,
"2012","2","males","40-49","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2012.2",19792,0.24,15041.92
"2012","2","males","40-49","Non-ACF","b) HIV-positive",8,"bACF","Non-ACF.bACF","2012.2",19792,0.24,4750.08
"2012","2","males","50+","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2012.2",6020,0.199,4822.02
"2012","2","males","50+","ACF","b) HIV-positive",5,"bACF","ACF.bACF","2012.2",6020,0.199,1197.98
"2012","2","males","50+","Non-ACF",,1,"bACF","Non-ACF.bACF","2012.2",16595,0.251,
"2012","2","males","50+","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2012.2",16595,0.251,12429.655
"2012","2","males","50+","Non-ACF","b) HIV-positive",5,"bACF","Non-ACF.bACF","2012.2",16595,0.251,4165.345
"2012","3","females","16-19","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2012.3",31291,0.028,30414.852
"2012","3","females","20-29","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2012.3",25539,0.073,23674.653
"2012","3","females","20-29","ACF","b) HIV-positive",6,"bACF","ACF.bACF","2012.3",25539,0.073,1864.347
"2012","3","females","20-29","Non-ACF","a) HIV-negative",9,"bACF","Non-ACF.bACF","2012.3",58658,0.09,53378.78
"2012","3","females","20-29","Non-ACF","b) HIV-positive",11,"bACF","Non-ACF.bACF","2012.3",58658,0.09,5279.22
"2012","3","females","30-39","ACF",,1,"bACF","ACF.bACF","2012.3",19200,0.206,
"2012","3","females","30-39","ACF","b) HIV-positive",15,"bACF","ACF.bACF","2012.3",19200,0.206,3955.2
"2012","3","females","30-39","Non-ACF",,1,"bACF","Non-ACF.bACF","2012.3",28557,0.212,
"2012","3","females","30-39","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2012.3",28557,0.212,22502.916
"2012","3","females","30-39","Non-ACF","b) HIV-positive",19,"bACF","Non-ACF.bACF","2012.3",28557,0.212,6054.084
"2012","3","females","40-49","ACF",,1,"bACF","ACF.bACF","2012.3",6854,0.356,
"2012","3","females","40-49","ACF","b) HIV-positive",7,"bACF","ACF.bACF","2012.3",6854,0.356,2440.024
"2012","3","females","40-49","Non-ACF",,2,"bACF","Non-ACF.bACF","2012.3",14613,0.325,
"2012","3","females","40-49","Non-ACF","b) HIV-positive",9,"bACF","Non-ACF.bACF","2012.3",14613,0.325,4749.225
"2012","3","females","50+","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2012.3",6166,0.184,5031.456
"2012","3","females","50+","ACF","b) HIV-positive",1,"bACF","ACF.bACF","2012.3",6166,0.184,1134.544
"2012","3","females","50+","Non-ACF",,1,"bACF","Non-ACF.bACF","2012.3",11686,0.215,
"2012","3","females","50+","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2012.3",11686,0.215,9173.51
"2012","3","females","50+","Non-ACF","b) HIV-positive",3,"bACF","Non-ACF.bACF","2012.3",11686,0.215,2512.49
"2012","3","males","16-19","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2012.3",10431,0.022,10201.518
"2012","3","males","16-19","Non-ACF",,2,"bACF","Non-ACF.bACF","2012.3",27601,0.019,
